卷章名,領域,標題,勉勵,經文
44使徒行傳第16章,信仰,天父在你最黑暗的牢獄裡也能讓你唱出讚美,你是否曾在一個看似沒有出路的困境裡，感到全身都被鎖住，什麼也做不了？保羅和西拉被投進監牢，腳被固定在木狗裡。他們沒有絕望，「約在半夜，保羅和西拉禱告唱詩讚美神，眾囚犯也側耳而聽」。地震了，門都開了，鎖鏈都鬆了，看守人幾乎要自殺，保羅高聲說：「不要傷害自己，我們都在這裡！」然後那看守人全家都信了主。天父在你的牢獄裡，在等你開口讚美。,約在半夜，保羅和西拉禱告唱詩讚美神，眾囚犯也側耳而聽。《使徒行傳16:25》
44使徒行傳第17章,智慧,天父讓你在你所在的文化中找到通向福音的橋樑,你是否曾覺得要向你周圍的人傳福音太困難，因為他們的世界觀和你的太不同，不知道如何開口？保羅在雅典，看見滿城都是偶像，心裡著急。他沒有直接批判，而是在亞略巴古站起來說：「我看見你們所供奉的，有一座壇，上面寫著：未識之神。你們所不認識而敬拜的，我現在告訴你們。」從對方的文化框架切入，而非對抗。天父把你放在你的文化裡，是要你成為那個橋樑，找到通往福音的那扇門。,你們所不認識而敬拜的，我現在告訴你們。《使徒行傳17:23》
44使徒行傳第18章,信仰,天父在你疲憊想放棄的時候親自來鼓勵你,你是否曾在長期服事或禱告中感到灰心，好像努力了很久卻沒有果效，想要放棄？保羅在哥林多傳道，受到反對和謾罵，他轉向外邦人，但就在那個疲憊的時刻，主在夜間藉異象對他說：「不要怕，只管說，不要閉口；有我與你同在，沒有人要下手害你。」天父知道你什麼時候快要放棄了，祂會在那個時刻親自說話。今天，讓那句「不要怕」進到你心裡。,主在夜間藉異象對保羅說：「不要怕，只管說，不要閉口；有我與你同在，沒有人要下手害你。」《使徒行傳18:9-10》
44使徒行傳第19章,信仰,天父的道語傳開，在你周圍有能力地成長,你是否曾覺得自己在信仰上是孤單的，周圍沒有人在乎，覺得改變不了什麼？以弗所起初只有十二個門徒不完全明白聖靈，但保羅為他們施洗，按手，「聖靈便降在他們身上，他們就說方言，又說預言」。兩年後，「一切住在亞西亞的，無論是猶太人，是希利尼人，都聽見主的道」。天父的道，進入一個群體之後，有自己蔓延的力量。你的一份忠心，是那個力量的起點。,這樣，主的道大大興旺，而且得勝，廣傳開來。《使徒行傳19:20》
44使徒行傳第20章,領袖,天父呼召你牧養每一個祂用重價買來的生命,你是否曾在領袖或牧養的位置上感到沉重，不確定自己是否有能力照顧好那些交託在你手中的人？保羅對以弗所的長老說：「你們就當為自己謹慎，也為全群謹慎；因為聖靈立你們作全群的監督，叫你們牧養神的教會，就是他用自己血所買來的。」這份責任的重量，來自那個「用自己血買來」的代價。你手中的每一個生命，天父都珍視。這份呼召，讓你知道你並非孤單——天父與你同工。,聖靈立你們作全群的監督，叫你們牧養神的教會，就是他用自己血所買來的。《使徒行傳20:28》
44使徒行傳第21章,信仰,天父的旨意值得你在明知艱難的路上仍然前行,你是否曾面對一條你知道會很難走的路，周圍的人都在勸你不要去，你自己也害怕，卻感覺那就是天父的旨意？保羅往耶路撒冷去，先知亞迦布預言他將被捆綁，眾人「切切地勸他不要上耶路撒冷去」。保羅說：「你們為什麼這樣痛哭，使我心碎呢？我為主耶穌的名，不但被人捆綁，就是死在耶路撒冷也是願意的。」眾人說：「願主的旨意成就。」天父的旨意，有時需要你在心碎的勸阻中仍然踏出那一步。,我為主耶穌的名，不但被人捆綁，就是死在耶路撒冷也是願意的。《使徒行傳21:13》
44使徒行傳第22章,服事,天父讓你的見證成為你服事最有力的武器,你是否曾面對一個充滿敵意的聽眾，不知道說什麼能夠觸動他們的心？保羅被捉拿，站在人群中，用希伯來話說：「諸父兄，請聽我現在對你們分訴的話。」然後講述了他自己的故事——從逼迫者到被呼召者，從看見光到聽見耶穌說話。這不是神學辯論，而是一個真實的生命故事。天父給你最有力的見證材料，不是別人的故事，而是你自己的經歷。你的故事，就是你的服事。,我也曾做過官逼迫信奉這道的人，直到殺了他們。《使徒行傳22:4》
44使徒行傳第23章,信仰,天父在最險峻的夜裡親自站在你身旁鼓勵你,你是否曾在一個人生的危急關頭，四面受敵，感覺走投無路，孤立無援？保羅被公會審問，受到死亡威脅，超過四十人密謀要殺他，「當夜，主站在保羅旁邊說：放心吧！你怎樣在耶路撒冷為我作見證，也必怎樣在羅馬為我作見證。」最黑暗的那個夜，主親自站在他旁邊。天父不是在你順利的時候才出現，祂在最危急的夜裡站在你旁邊說：「放心吧。」那個聲音，今天也對你說。,當夜，主站在保羅旁邊說：「放心吧！」《使徒行傳23:11》
44使徒行傳第24章,品格,天父讓你在等候中持守清白的良心,你是否曾因為受到不公平的指控而憤怒，或者在漫長的等候中感到屈辱和無力？保羅被腓力斯關押，等候了兩年。他在腓力斯面前說：「我在神面前，並在眾人面前，時常勉勵自己，對神對人都沒有虧欠的良心。」兩年的等候，他沒有苦毒，沒有崩潰，靠的是那個「沒有虧欠的良心」。天父的眼目在等候中仍然看顧你。你現在所等候的那件事，保持良心清白，比急著翻轉局面更有分量。,我在神面前，並在眾人面前，時常勉勵自己，對神對人都沒有虧欠的良心。《使徒行傳24:16》
44使徒行傳第25章,信仰,天父在不合理的審判中仍然掌管你的方向,你是否曾遭遇不公正的對待，明明沒有做錯，卻被定罪、被限制，感覺投訴無門？保羅在腓斯都面前受審，沒有任何罪狀，腓斯都卻想討好猶太人。保羅說：「我上告於凱撒。」不是妥協，也不是爆發，而是在合法的框架內選擇了一個出路，那個出路恰好帶他到了羅馬——天父早就預備的終點站。天父在不公正的系統裡，仍然有辦法把你帶到祂所定的地方。,我上告於凱撒！《使徒行傳25:11》
44使徒行傳第26章,服事,天父呼召你把你所見所聽的告訴更多的人,你是否曾因為信仰而在他人面前感到尷尬，不知道如何開口說出你的信仰？保羅在亞基帕王面前侃侃而談，描述自己遇見復活的耶穌，說：「我所做的不過是聖先知所說，並摩西所說將來必成之事：就是基督必受害，並且因從死裏復活，要首先把光明的道傳給這百姓和外邦人。」天父讓你的見證有力量，不論聽眾是誰。你的生命故事，就是你今天最有力的見證。,我所做的，不過是聖先知所說，並摩西所說將來必成之事。《使徒行傳26:22》
44使徒行傳第27章,信仰,天父的保證讓你在最大的風浪中不失去盼望,你是否曾在一個極度危急的處境裡，感覺一切都在失控，「日月星辰多日不顯露，又有狂風大浪，我們得救的指望就都絕了」？保羅在船上，鼓勵眾人說：「你們放心，我信神所說的話，都必成就。」因為夜間有天使站在他旁邊說：「保羅，不要害怕……與你同船的人，神都賜給你了。」天父的應許，比任何一個風浪都更穩固。你現在的風浪再大，也大不過天父已經說過的那句話。,我信神，他怎樣對我說，事情也要怎樣成就。《使徒行傳27:25》
44使徒行傳第28章,未來,天父的福音在任何環境下都能前進，也透過你前進,你是否曾擔心，自己所處的環境限制太多，無法做出什麼有意義的貢獻？保羅被軟禁在羅馬，「整整兩年，在自己所租的房子裡住着，歡迎一切到他那裡來的人，放膽傳講神國的道，將主耶穌基督的事教導人，並沒有人禁止。」監獄、捆鎖、漫長的等候，都無法關住那個好消息。天父的福音，不受環境的制約；天父的計劃，不因人的設限而停止。你今天所在的地方，就是天父讓你展開服事的地方。,放膽傳講神國的道，將主耶穌基督的事教導人，並沒有人禁止。《使徒行傳28:31》
45羅馬書第01章,信仰,天父的福音是你生命改變的真實能力,你是否曾覺得自己的信仰只是一套道理，而不是真實改變人的力量？保羅說：「我不以福音為恥；這福音本是神的大能，要救一切相信的人。」福音不只是一個知識，而是一種能力——神介入人生命的方式。保羅也說：「其中有神的義，從信入信，正如經上所記：義人必因信得生。」天父要你知道的，不只是關於祂的正確觀念，而是祂活著的能力進入你生命的真實。今天，你願意讓這能力在你的生命裡動工嗎？,這福音本是神的大能，要救一切相信的，先是猶太人，後是希利尼人。《羅馬書1:16》
45羅馬書第02章,品格,天父看見你內心的真實，不只是外在的表現,你是否曾在外在的宗教表現上做得不錯，卻感覺內心與天父的距離並沒有因此縮短？保羅說，不是外表的割禮算得什麼，乃是心裡的割禮才算是真的。「稱讚不是從人來的，乃是從神來的。」外在的服從、禮拜、奉獻，如果心沒有同在，天父都看見。祂要的不是一個在人前保持形象的信徒，而是一個在暗中也誠實地面對祂的人。今天，你願意把那個「只有天父知道」的內心，在祂面前打開嗎？,那稱讚不是從人來的，乃是從神來的。《羅馬書2:29》
45羅馬書第03章,信仰,天父白白給你的稱義，是你無法靠自己掙得的恩典,你是否曾一直試圖靠自己的努力讓自己配得天父的愛，卻總是覺得不夠？保羅在這裡宣告了整本羅馬書的核心：「世人都犯了罪，虧缺了神的榮耀；如今卻蒙神的恩典，因基督耶穌的救贖，就白白地稱義。」「白白地」——不是靠行為，不是靠道德，不是靠努力，而是靠天父的恩典。你不需要先「夠格」才能被愛，天父的愛早在你夠格之前就給了。今天，讓這份白白的恩典真實地落在你心裡。,如今卻蒙神的恩典，因基督耶穌的救贖，就白白地稱義。《羅馬書3:24》
45羅馬書第04章,信仰,天父讓你的信心而非行為成為義的根基,你是否曾在疲憊中感到，是否只有做得足夠多才算是一個好基督徒？保羅舉亞伯拉罕為例：「亞伯拉罕信神，這就算為他的義。」不是他的行為，而是他的信。亞伯拉罕「不因信心軟弱，就細想自己將近百歲的身體，並撒拉已死的子宮……反倒因信，心裡得力，將榮耀歸給神。」信心不是忽視現實，而是在現實中仍然相信天父的應許。你的信，本身就是天父所看重的。,亞伯拉罕信神，這就算為他的義。《羅馬書4:3》
45羅馬書第05章,信仰,天父的愛在你最軟弱的時候傾倒在你心裡,你是否曾在苦難或軟弱中懷疑天父是否還愛你，覺得只有在狀態好的時候才配被愛？保羅說：「我們還軟弱的時候，基督就按所定的日期為罪人死。……惟有基督在我們還作罪人的時候為我們死，神的愛就在此向我們顯明了。」天父等的不是你準備好，而是在你最軟弱、最不配的時候，差遣基督來。「所賜給我們的聖靈將神的愛澆灌在我們心裡。」那份愛，今天仍然澆灌著你。,惟有基督在我們還作罪人的時候為我們死，神的愛就在此向我們顯明了。《羅馬書5:8》
45羅馬書第06章,悔改,天父讓你在基督裡死而復活，與罪的捆綁決裂,你是否曾在某個罪的模式裡掙扎，明知不對卻走不出去，感到絕望？保羅說：「我們知道，我們的舊人和他同釘十字架，使罪身滅絕，叫我們不再作罪的奴僕；因為已死的人，是脫離了罪。」你在基督裡的身份，是一個已經死過、已經復活的人。罪對你沒有主權，不是因為你夠努力，而是因為你的身份已經改變了。你不再是罪的奴隸——天父在你受洗那天已經宣告了你的自由。今天，用這個真實的身份站立起來。,這樣，你們向罪也當看自己是死的；向神在基督耶穌裏，卻當看自己是活的。《羅馬書6:11》
45羅馬書第07章,信仰,天父在你裡外的掙扎中仍然是你的拯救者,你是否曾有這樣的掙扎：「我所願意的，我並不做；我所恨惡的，我倒去做」，然後對自己感到絕望？保羅在這裡說出了幾乎每個信徒都有過的內心掙扎。他不是在假裝沒有這份掙扎，而是真實地說出來。然後他說：「我真是苦啊！誰能救我脫離這取死的身體呢？感謝神！靠着我們的主耶穌基督就能脫離了。」掙扎不是信仰失敗的記號，而是一個渴望更新的心仍然活著的記號。天父在你的掙扎裡，是那位拯救你的神。,感謝神！靠着我們的主耶穌基督就能脫離了。《羅馬書7:25》
45羅馬書第08章,信仰,天父讓萬事都互相效力，成就你的益處,你是否曾在生命中某個破碎或失去的時刻，找不到任何意義，只覺得那是純粹的損失？保羅說：「我們曉得萬事都互相效力，叫愛神的人得益處，就是按他旨意被召的人。」不是說每件事本身都是好的，而是說天父有能力讓所有的事，包括那些痛苦的、不公正的、破碎的，都在祂的手中成為你益處的材料。然後保羅宣告：「誰能使我們與基督的愛隔絕呢？」沒有什麼能做到。天父的愛，比你所遭遇的一切都更大。,我們曉得萬事都互相效力，叫愛神的人得益處，就是按他旨意被召的人。《羅馬書8:28》
45羅馬書第09章,信仰,天父的揀選與憐憫超過人的理解，讓你在謙卑中信靠祂,你是否曾對天父的作為感到困惑，為什麼有些事情的走向不符合你的期待？保羅面對以色列人拒絕福音這個困難的問題，沒有給出簡單的答案，而是說：「窯匠難道沒有權柄，從一團泥裡拿一塊作成貴重的器皿，又拿一塊作成卑賤的器皿嗎？」天父是那位創造者，祂的計劃超過我們的理解。保羅也感嘆：「神啊，你的判斷何其難測！你的蹤跡何其難尋！」謙卑地信靠一位你不能完全明白的天父，本身就是信仰的深度。,這樣，神要憐憫誰，就憐憫誰；要叫誰剛硬，就叫誰剛硬。《羅馬書9:18》
45羅馬書第10章,服事,天父讓你的口成為傳遞好消息的管道,你是否曾在想到要向人傳福音時感到退縮，不知道從何開始，也怕說錯什麼？保羅說：「你若口裡認耶穌為主，心裡信神叫他從死裡復活，就必得救。」然後問：「若沒有傳道的，他們怎能聽見呢？若沒有奉差遣，怎能傳道呢？正如經上所記，那傳好消息之人的腳蹤何等佳美！」天父把你的口放在祂計劃裡的一個重要位置上——你傳出那個好消息，有人就因此能聽見。你不需要完美，只需要開口。,那傳好消息之人的腳蹤何等佳美！《羅馬書10:15》
45羅馬書第11章,敬拜,天父的智慧與豐富讓你只能俯伏讚美,你是否曾在試圖理解天父的計劃時，越想越感到茫然，甚至有些沮喪？保羅在論述了天父對以色列和外邦人的救贖計劃之後，沒有給出一個整齊的系統答案，而是爆發出讚美：「深哉，神豐富的智慧和知識！他的判斷何其難測！他的蹤跡何其難尋！……萬有都是本於他，倚靠他，歸於他。願榮耀歸給他，直到永遠。阿們。」有時，在信仰最深處的回應不是答案，而是讚美。天父的偉大，讓你唯有俯伏。,萬有都是本於他，倚靠他，歸於他。願榮耀歸給他，直到永遠。阿們！《羅馬書11:36》
45羅馬書第12章,品格,天父要你用更新的心思分辨並活出祂的旨意,你是否曾在信仰與日常生活之間感到分裂，在教會裡是一個樣子，回到日常又恢復原來的模式？保羅說：「不要效法這個世界，只要心意更新而變化，叫你們察驗何為神善良、純全可喜悅的旨意。」這更新不是一次性的，而是持續的。它從心思開始，然後流出到你如何對待仇敵、如何在教會裡彼此服事、如何面對苦難。天父要的信仰，不是週日限定的，而是在每一個日常決定中都帶著更新的心思去活。,不要效法這個世界，只要心意更新而變化，叫你們察驗何為神善良、純全可喜悅的旨意。《羅馬書12:2》
45羅馬書第13章,品格,天父讓你以愛成全律法，活出光的樣式,你是否曾在複雜的社會規範和道德問題面前感到困惑，不知道基督徒的生活應該是什麼樣子？保羅說，愛是律法的總結：「愛是不加害於人的，所以愛就完全了律法。」然後說：「我們應當脫去暗昧的行為，帶上光明的兵器……總要穿上主耶穌基督，不要為肉體安排，去放縱私慾。」你的道德羅盤，是愛；你的力量，是穿上基督。天父不給你一張清單，而是給你一個生命的方向：愛，然後活在光裡。,愛是不加害於人的，所以愛就完全了律法。《羅馬書13:10》
45羅馬書第14章,品格,天父讓你在不同意的弟兄面前學習接納而非論斷,你是否曾因為信仰觀念或實踐方式與其他基督徒不同，而陷入批評或被批評的處境？保羅說，在無關救恩的事情上，「信心軟弱的人，你們要接納，但不要辯論所疑惑的事」。然後說：「你為什麼論斷弟兄呢？每一個人都要在神面前交帳。」「所以，我們不可再彼此論斷，寧可定意，誰也不給弟兄放下絆腳跌人之物。」天父的國不是論斷場，而是接納的地方。接納弟兄，就是在活出天父的性情。,"你為什麼論斷弟兄呢？……我們各人必要將自己的事在神面前說明。《羅馬書14:10,12》"
45羅馬書第15章,未來,天父的應許充滿你，讓你在等候中滿有盼望,你是否曾在漫長的等候或疲憊的服事中，感到盼望逐漸消退，不知道還能撐多久？保羅在這章結尾有一個美麗的祝福：「但願賜盼望的神，因信將諸般的喜樂平安充滿你們的心，使你們藉着聖靈的能力大有盼望！」「賜盼望的神」——盼望本身是天父給的，不是你靠自己製造的。你今天的盼望不需要靠意志力撐住，天父是盼望的源頭，祂能把盼望重新注入你乾涸的心裡。你只需要再次轉向那位賜盼望的神。,但願賜盼望的神，因信將諸般的喜樂平安充滿你們的心，使你們藉着聖靈的能力大有盼望！《羅馬書15:13》
45羅馬書第16章,服事,天父記念你每一個在祂國度裡忠心擺上的服事,你是否曾在不被注意的位置默默服事，心裡有時想：「有人記得我嗎？我做的這些有意義嗎？」羅馬書第16章是保羅對一個個名字的問候——非比、百基拉和亞居拉、馬利亞、安多尼古……每一個名字背後都是一個真實的服事故事。保羅說：「他們在主裡多多勞苦。」天父的記憶不像人的記憶，祂不會遺忘任何一個在祂國度裡擺上的名字。你的名字，也在天父的心裡。,問百基拉和亞居拉安，他們在基督耶穌裏與我同工，也為我的命將自己的頸項置之度外。《羅馬書16:3-4》
46哥林多前書第01章,智慧,天父揀選你不是因你的智慧，而是彰顯祂的智慧,你是否曾因為覺得自己不夠聰明、不夠有才幹而懷疑天父能否使用你？保羅說：「神揀選了世上愚拙的，叫有智慧的羞愧；又揀選了世上軟弱的，叫那強壯的羞愧。神揀選了世上卑賤的，被人厭惡的，以及那無有的，為要廢掉那有的。」天父的揀選邏輯，不按人的標準。祂選你，不是因為你的條件好，而是因為祂的恩典。你越是知道自己不夠，就越能讓天父的榮耀在你身上顯明。,神揀選了世上愚拙的，叫有智慧的羞愧；又揀選了世上軟弱的，叫那強壯的羞愧。《哥林多前書1:27》
46哥林多前書第02章,智慧,天父藉聖靈讓你明白祂為你所預備的奇妙心意,你是否曾在讀聖經或聽道時感到困惑，好像那些話是在說另一個世界的事，沒辦法真正進入你的心？保羅說：「神的事，除了神的靈，也沒有人知道。我們所領受的，並不是世上的靈，乃是從神來的靈，叫我們能知道神開恩賜給我們的事。」屬靈的事要用屬靈的眼光辨別。神的深奧，不是靠人的智慧去分析，而是靠聖靈去啟示。「但我們有基督的心了。」天父把祂心思的鑰匙給了你，就是住在你裡面的聖靈。,我們所領受的，並不是世上的靈，乃是從神來的靈，叫我們能知道神開恩賜給我們的事。《哥林多前書2:12》
46哥林多前書第03章,服事,天父讓你在祂的工程裡盡你的本分，結果歸祂,你是否曾把服事的成效或果效當作自己的成就，或者相反，因為沒有果效而覺得自己失敗？保羅說：「我栽種了，亞波羅澆灌了，惟有神叫他生長。可見栽種的算不得什麼，澆灌的也算不得什麼，只在那叫他生長的神。」你的角色是忠心栽種和澆灌，生長是天父的事。你不需要為了果效焦慮，也不需要因為看不見成長而沮喪。忠心做你今天手上的事，天父會讓種子在祂的時間生長。,我栽種了，亞波羅澆灌了，惟有神叫他生長。《哥林多前書3:6》
46哥林多前書第04章,品格,天父是你最終的審判者，不是人的評論,你是否曾非常在乎別人對你的評價，甚至讓人的批評或稱讚影響了你服事的方向？保羅說：「我被你們論斷，或被別人論斷，我都以為極小的事；連我自己也不論斷自己……判斷我的乃是主。」然後說：「所以，時候未到，什麼都不要論斷，只等主來，他要照出暗中的隱情，顯明人心的意念。那時各人要從神那裡得着稱讚。」天父的稱讚，才是最有重量的評估。今天，把你的服事從人的眼光中解放出來，做給天父看。,判斷我的乃是主。《哥林多前書4:4》
46哥林多前書第05章,品格,天父在意祂教會的純潔，也邀請你持守你的聖潔,你是否曾在群體中對明顯的罪保持沉默，因為怕傷害關係、怕被說是論斷，卻在心裡感到不安？保羅嚴肅地說，教會中有人犯了罪，眾人卻「自高自大，並不哀痛」，要把舊的酵除掉。「因為基督我們逾越節的羔羊已經被殺獻祭了，所以我們守這節不可用舊酵，也不可用惡毒、邪惡的酵，只用誠實、真正的無酵餅。」天父不要一個假裝沒事的群體，而是一個真實面對罪、彼此負責的群體。聖潔不是孤立，而是群體一同持守的邀請。,你們既是無酵的麵，應當把舊酵除淨，好使你們成為新團。《哥林多前書5:7》
46哥林多前書第06章,品格,天父讓你的身體成為聖靈的殿，值得被珍重,你是否曾覺得身體的事和屬靈無關，在健康、睡眠等方面並不思考天父的心意？保羅說：「你們的身子是基督的肢體。」又說：「你們的身子就是聖靈的殿，這聖靈是從神而來，住在你們裏頭的，並且你們不是自己的人。因為你們是重價買來的，所以要在你們的身子上榮耀神。」你的身體不只是你自己的，它是天父的殿。如何使用它、如何照顧它，都是一種屬靈的決定。今天，以這個眼光看你的身體。,你們的身子就是聖靈的殿，這聖靈是從神而來，住在你們裏頭的。《哥林多前書6:19》
46哥林多前書第07章,婚姻,天父在你婚姻或單身的處境裡都有祂的心意,你是否曾對自己的婚姻狀態感到困惑——已婚的覺得不自由，未婚的覺得不完整，都在問天父的旨意是什麼？保羅說，已婚者要彼此相愛、彼此給予；單身者可以更專心事奉主。他的意思不是哪個狀態更優越，而是「各人蒙召的時候是什麼身分，仍要守住那身分」。天父在你現在的處境裡，不論婚姻狀態如何，都有祂的托付。不要讓婚姻狀態成為你是否能全心事奉的障礙，而是讓它成為你服事的場域。,各人蒙召的時候是什麼身分，仍要守住那身分。《哥林多前書7:20》
46哥林多前書第08章,品格,天父讓你用愛來使用你的自由，不要成為軟弱者的絆腳石,你是否曾堅持自己在某件事上的自由，卻沒有注意到你的行為正在讓旁邊信心較軟弱的人受傷？保羅說，知識叫人自高自大，惟有愛心能造就人。你有自由，但「你們的自由，竟成了那軟弱人的絆腳石。」因此，保羅說：「若有食物叫我弟兄跌倒，我就永遠不吃肉，免得叫我弟兄跌倒了。」天父給你的自由，不是為了讓你更高，而是為了讓你能夠更有能力去愛和托住旁邊的人。,知識是叫人自高自大，惟有愛心能造就人。《哥林多前書8:1》
46哥林多前書第09章,服事,天父讓你為福音放下自己的權利，成為眾人的僕人,你是否曾在服事中緊守自己應得的權利，卻因此錯失了一些能夠真正觸動人的機會？保羅說，他有傳道者應得的供養權利，但他沒有用過這權利。「我傳福音原沒有可誇的……我雖是自由的，無人轄管；然而我甘心作眾人的僕人，為要多得人。」為了更有效地帶領不同的人認識基督，保羅甘願放下原本可以主張的權利。天父邀請你問一個問題：我願意為了多得人，放下我的哪些「我應得」？,向什麼樣的人，我就作什麼樣的人。無論如何，總要救些人。《哥林多前書9:22》
46哥林多前書第10章,信仰,天父在你受試探的時候預備了出路,你是否曾在試探中感到束手無策，覺得自己一定會跌倒，好像沒有辦法不犯那個罪？保羅說：「你們所遇見的試探，無非是人所能受的；神是信實的，必不叫你們受試探過於所能受的，在受試探的時候，總要給你們開一條出路，叫你們能忍受得住。」這不是說試探不強，而是說天父在每一個試探裡都準備了一扇門。你不是被困住了，而是有一條出路在那裡。今天，去找那扇天父已經為你準備好的門。,神是信實的，必不叫你們受試探過於所能受的，在受試探的時候，總要給你們開一條出路。《哥林多前書10:13》
46哥林多前書第11章,敬拜,天父要你領聖餐時帶著真實的心記念基督的犧牲,你是否曾在領聖餐時只是習慣性地吃餅喝杯，沒有太多感動，甚至心思飄到別處？保羅說，哥林多人領聖餐的方式出了問題，有人吃喝「不分辨是主的身體」。他提醒他們，每次領聖餐都是「紀念主的死，直等到他來」。聖餐不是儀式，而是一個讓你再一次站在十字架前的時刻——那個為你擘開的身體，那個為你流出的血。天父在這個記念裡等候你帶著感恩和真實的心，重新領受那無限的恩典。,你們每逢吃這餅，喝這杯，是表明主的死，直等到他來。《哥林多前書11:26》
46哥林多前書第12章,服事,天父賜給你獨特的恩賜，你在肢體裡不可或缺,你是否曾在教會裡覺得自己的恩賜不重要，比不上那些在台上的、有明顯恩賜的人？保羅說，身子是一個，肢體是多個，「那些看上去軟弱的肢體，更是不可少的。」眼不能對手說「我用不著你」，頭也不能對腳說「我用不著你」。天父安排了每一個肢體，沒有一個是多餘的，也沒有一個是次要的。你的恩賜，不管多麼不顯眼，都是天父放在身體裡不可缺少的一部分。今天，以這個眼光看你自己和旁邊的弟兄姊妹。,這樣，眼不能對手說，我用不著你；頭也不能對腳說，我用不著你。《哥林多前書12:21》
46哥林多前書第13章,品格,天父讓愛成為你一切服事和生命的根基,你是否曾在服事中有口才、有恩賜、有知識，卻在某個時刻感到空洞，不確定自己做的這一切到底有沒有意義？保羅說：「我若能說萬人的方言，並天使的話語，卻沒有愛，我就成了鳴的鑼，響的鈸一般……我若有先知講道之能，也明白各事各理……卻沒有愛，我就算不得什麼。」所有的事奉，若沒有愛做根基，在天父眼中都是空的。不是讓你放棄恩賜，而是先回到愛的起點。愛，是天父給你最大的命令，也是最穩固的根基。,我若能說萬人的方言，並天使的話語，卻沒有愛，我就成了鳴的鑼，響的鈸一般。《哥林多前書13:1》
46哥林多前書第14章,服事,天父賜的恩賜是為了造就你旁邊的人，不是展示自己,你是否曾在服事中不自覺地把焦點放在展示自己的恩賜，而不是造就他人？保羅說，在教會裡，說預言比說方言更有益，因為說預言是「講說造就、安慰、勸勉的話給人聽」。他說：「況且弟兄們，我到你們那裏去，若只說方言，不用啟示，或知識，或預言，或教訓，給你們講解，我與你們有什麼益處呢？」恩賜不是給你的獎章，而是給你的工具，是天父透過你去建造別人的方式。今天，問問自己：我的服事，是在造就人還是在展示自己？,所以你們也是如此，既然切慕屬靈的恩賜，就當求多得造就教會的恩賜。《哥林多前書14:12》
46哥林多前書第15章,未來,天父讓基督的復活成為你生命盼望的根基,你是否曾懷疑復活這件事是否真實，或者在面對死亡時感到恐懼，不確定前面有什麼？保羅說，如果基督沒有復活，我們的信就是枉然的，我們是最可憐的人。但他宣告：「但基督已經從死裏復活，成為睡了之人初熟的果子。」然後說：「死啊，你得勝的權勢在哪裏呢？死啊，你的毒鉤在哪裏呢？……感謝神，使我們藉着我們的主耶穌基督得勝！」基督的復活，是真實的歷史事件，也是你最深盼望的根基。死亡，已經被天父打敗了。,死啊，你得勝的權勢在哪裏呢？死啊，你的毒鉤在哪裏呢？《哥林多前書15:55》
46哥林多前書第16章,奉獻,天父讓你甘心、有計劃地給出，成為祝福的管道,你是否曾在奉獻上缺乏規律，等到有餘才想到給，卻往往覺得「這個月實在不夠」？保羅說：「每逢七日的第一日，各人要照自己的進項抽出來留着，免得我來的時候現湊。」奉獻不是等到你覺得夠了才給，而是一個計劃性的、恆常的屬靈操練。不論多少，有計劃地給出，是一種對天父供應的信心宣告。天父不需要你先有很多才開始給，祂看的是你是否願意在自己的有限裡，先把一份給出去。,每逢七日的第一日，各人要照自己的進項抽出來留着，免得我來的時候現湊。《哥林多前書16:2》
47哥林多後書第01章,信仰,天父在你的苦難裡安慰你，使你能安慰別人,你是否曾在苦難中問：「這到底有什麼意義？」保羅說：「讚美那施憐憫的父、賜各種安慰的神！他在我們一切患難中安慰我們，叫我們能用神所賜的安慰，去安慰那遭各樣患難的人。」你所經歷的苦難，不是沒有目的的。天父在其中安慰你，而那份安慰，成了你日後能夠真實地安慰別人的材料。你流過的眼淚、走過的低谷，都成了你服事的資本。天父的安慰，不只是給你自己的，而是透過你流向更多人的。,他在我們一切患難中安慰我們，叫我們能用神所賜的安慰去安慰那遭各樣患難的人。《哥林多後書1:4》
47哥林多後書第02章,品格,天父讓你的生命成為基督香氣，飄散在你所到之處,你是否曾覺得自己的信仰生命沒有什麼影響力，在人群中默默無聞，不知道自己是否真的帶給別人什麼？保羅說：「感謝神！常率領我們在基督裏誇勝，並藉着我們在各處顯揚那因認識基督而有的香氣。因為我們在神面前，無論在得救的人身上，或滅亡的人身上，都有基督馨香之氣。」你不需要大聲宣揚，你的生命本身，帶著認識基督的香氣，在你所到之處飄散。天父讓你的存在本身，就是一種見證。,我們在神面前，無論在得救的人身上，或滅亡的人身上，都有基督馨香之氣。《哥林多後書2:15》
47哥林多後書第03章,信仰,天父讓你在揭開面紗的自由裡，被祂榮光改變,你是否曾在讀聖經時感到心裡蒙著一層障礙，讀了卻沒有感動，覺得話語沒有進到心裡？保羅說，以色列人讀摩西書有帕子遮蓋，讓他們看不清楚。「但他們的心地，直到今日，每逢誦讀舊約的時候，同樣的帕子還沒有揭去。」但「人幾時歸向主，帕子就幾時除去了……主的靈在哪裏，那裏就得以自由。」向主敞開，是帕子揭去的關鍵。今天，帶著一顆敞開的心來到祂話語面前，讓那榮光照進來。,人幾時歸向主，帕子就幾時除去了。《哥林多後書3:16》
